,node
6087,FIRELORD/PYREUS KRIL
6088,FIRESTAR/ANGELICA JO
6089,FIRESTAR DOPPELGANGE
6090,FIRESTAR | MUTANT X-
6091,FIRESTRIKE/DALTON BE
6092,FIREWALL/THEARY/MIN
6093,"FISHER, PROF. FRANCE"
6094,"FISHMAN, DR. JONATHA"
6095,"FISK, VANESSA"
6096,FIST/
6097,FITCH/
6098,"FITZGERALD, KENNY"
6099,"FITZGERALD, MOLLY"
6100,"FITZPATRICK, WILL"
6101,"FITZROY, TREVOR"
6102,FIXER II/PAUL NORBER
6103,FIXER/SWEENEY
6104,FIXX
6105,FIZGIG/
6106,FIZ [SKRULL]
6107,FLAG-SMASHER
6108,FLAMBE/
6109,FLAME
6110,FLAME II
6111,FLARE/
6112,FLASH/BARRY ALLEN/BU
6113,FLATIRON/RUSSELL
6114,FLATMAN
6115,"FLEET, JONAS"
6116,"FLEET, TAMARA"
6117,"FLEMING, PHILIP"
6118,FLEX/ADRIAN CORBO
6119,FLINCH/
6120,"FLINN, LANCELOT LANC"
6121,"FLINT, LT."
6122,FLO
6123,"FLORESCU, ANTON"
6124,"FLORES, DAHLIA"
6125,"FLORES, JAMIE"
6126,"FLORES, SHANICE"
6127,FLUFFY
6128,FLUX/PRIVATE BENNY T
6129,FLY
6130,FLYING DUTCHMAN
6131,FLYING FOX
6132,FLYING TIGER
6133,FLYNN
6147,"FOGELSTROM, HIRAM"
6148,"FOGG, ARCHIMEDES ARC"
6149,FOGG/THOMAS FOGG
6150,FOLD
6151,"FONDOZZI, MICKEY"
6152,"FONG, DR. CHARLES WA"
6153,"FONG, KATY"
6154,"FONG, LI"
6155,"FONTAINE, CINDER"
6156,FONTANELLE/GLORIA DA
6157,"FONTREAUX, GUY"
6168,FOOL
6169,FOOLKILLER II/GREG S
6170,FOOLKILLER III/KURT
6171,FOOLKILLER/ROSS EVER
6172,FORCE/CLAYTON WILSON
6173,"FORD, GERALD"
6174,FORD
6175,FOREARM
6176,FOREIGNER/RAFAEL BAS
6177,FORGE | EARTH 998
6178,FORGE
6179,FORGE | MUTANT X-VER
6180,FORGOTTEN ONE/GILGAM
6181,FOROPULIST
6182,"FORRESTER, CAPT. ALE"
6183,"FORRESTER, DR. CEDRI"
6184,"FORTHWARD, KENT"
6185,"FORTUNATO, GIACOMO J"
6186,FORTUNATO
6187,"FORTUNATO, JAMES"
6188,"FORTUNATO, MARY"
6189,"FORTUNE, DOMINIC"
6190,FORTUNE
6191,FOUNDRY
6192,"FOWLER, RED"
6193,FOXBAT
6194,FOXFIRE/OLIVIA UNDER
6195,"FOX, PHIL"
6197,"FRANKENSTEIN, BASIL"
6198,FRANKENSTEIN MONSTER
6199,FRANKENSURFER/BORGO
6200,FRANKIE THE FISH
6201,"FRANKLIN, JEREMY"
6203,"FRASER, DET. KATE"
6204,FREAK QUINCY
6205,FREDD
6206,"FREDERICKS, GENERAL"
6207,"FREDERICKSON, KOLINA"
6208,"FREEMAN, DEREK"
6209,"FREEMAN, DUANE JEROM"
6210,FREE SPIRIT/CATHY WE
6211,FRENCHIE/JEAN-PAUL D
6212,FRIDAY
6213,"FRIEDLANDER, SHARON"
6214,FRIGGA
6215,FROG MAN/FROG LE BLA
6216,FROG-MAN II/EUGENE P
6217,FROH
6218,"FROST, ADRIENNE"
6219,FROSTBITE/DR. SLOANE
6220,"FROST, BYRON"
6221,"FROST, CARMILLA"
6222,"FROST, CORDELIA"
6223,"FROST, DEACON"
6224,FROST
6229,"FUANARO, RENEE"
6230,FUGUE
6231,"FUJIKAWA, KENJIRO"
6232,"FUJIKAWA, RUMIKO"
6233,"FULLERTON, MARY ELLE"
6234,"FULLERTON-SMITH, CAS"
6235,FU MANCHU
6236,"FUNARO, DONNA"
6237,FURGAR
6238,"FURMAN, RICHARD"
6239,"FURMINTZ, HARMON"
6241,"FURY, COL. NICHOLAS"
6242,"FURY, DAWN"
6243,"FURY, NICK II"
6244,"FURY, NICK L.M.D."
6245,"FURY, NICK | MUTANT"
6246,FU'SE
6247,FUSION/MARKLEY
6248,FUTURIST
6275,GAARD/JOHNNY STORM E
6276,GAARK
6277,GABRIEL III
6278,GADFLY/RUTH MACRAE
6279,GADRIEL
6280,GAEA
6281,GAFF/SIDNEY E. LEVIN
6282,GAIA
6289,GALACTUS/GALAN
6290,GALADRIEL
6291,"GALANNAN, BILL"
6292,GALEN
6293,"GALEN KOR, ADMIRAL ["
6294,"GALE, SHERIFF"
6295,"GALLAGHER, BOB"
6296,GALTUS
6297,"GALVIN, TOMMY"
6317,GAMBIT DOPPELGANGER
6318,GAMBIT | MUTANT X-VE
6319,GAMBIT/REMY LEBEAU
6320,"GAMBLE, GRACIE"
6321,"GAMBONNO, ERNESTO"
6322,"GAMBONNO, LUIGI"
6323,GAMECOCK/
6324,"GAMELIN, JOHN T J.T."
6325,GAMESMASTER/JEREMY
6326,GAMMA-BURN/
6327,GAMMENON [CELESTIAL]
6328,GAMORA
6329,"GANCE, TABITHA TABBY"
6330,"GANGER, CARMEN"
6331,"GANGER, DR. ALEXEI"
6332,"GANNON, RICH"
6333,"GANNON, SGT. FRANK"
6334,GANTRY
6335,GANYMEDE
6336,G'ANYM
6337,"GAPON, DZHOKHAR"
6338,GARABALDI
6339,GARABED/BASHUR
6340,"GARCIA, REV."
6341,GARDENER/ORD ZYONYZ
6342,"GARFIELD, MURRAY"
6347,GARGOUILLE/
6348,GARGOYLE/IGOR DRENKO
6349,GARGOYLE II/ISAAC CH
6350,GARGOYLE | MUTANT X-
6351,GARM
6352,GARNOK REBBAHN
6353,GAROKK
6354,GAROTTE/
6355,"GARRETT, JOHN"
6356,"GARRISON, DR."
6357,GARTHAN SAAL
6358,"GARTH, DONNA"
6359,GARTH
6360,GAR-TOOM
6361,"GARVIN, GEARS"
6362,GATECRASHER
6363,"GATES, JUNIOR"
6364,GATEWAY
6365,"GATOR, LORD"
6366,GATTLING/
6367,"GATZ, WILLIAM BILLY"
6368,"GAULTHING, ANDERSON"
6369,GAUNT II
6370,GAUNTLET
6371,GAUNT/MENDEL STROMM
6372,"GAUNT, OFFICER KIM"
6373,GAZA
6374,GAZELLE
6375,GEATAR
6376,"GEDDINGS, JUDITH GHO"
6377,GEE/ALEX POWER
6378,"GEESEY, KARL"
6379,GEIGER/DELILAH DEEDE
6380,GEIRRODUR
6381,GEIST
6382,"GELLER, URI"
6383,GEMINI/JOSHUA LINK
6384,GENECIDE
6385,GENERAL ADMISSION
6386,GENERAL OBSIDIAN
6387,GENESIS/TYLER DAYSPR
6388,GENII/JASON KIMBALL
6393,GENTRY
6394,"GENUARDI, MR."
6466,"GEORGE, DAVID LLOYD"
6467,"GERARD, TERENCE"
6468,"GERASI, DON MARIO"
6469,"GERASI, JOEY"
6470,"GERASI, LESLIE"
6471,"GERASI, MARY ROSE"
6472,"GERHARDT, JOSEPH HEI"
6473,"GERVASE, LADY ALYSSA"
6474,GESTALT
6479,GHAUR [DEVIANT]
6480,GHOST GIRL/
6481,GHOST GIRL II/LILLI
6482,GHOST
6483,GHOST RIDER III/DAN
6484,GHOST RIDER II/JOHNN
6485,GIBBON/MARTIN BLANK
6486,"GIDEON, CLAIRE"
6487,"GIDEON, GREGORY HUNG"
6488,GIDEON
6489,GIGANTO
6490,GIGANTUS
6491,"GILBERTI, ROSE"
6492,"GILBERT, PROFESSOR G"
6493,"GILBERT, ROXANNE"
6494,GIL
6495,"GILLISPIE, ANDREW AN"
6496,"GILMORE, BERT"
6497,GIN GENIE/BECKAH
6498,GIRABOOR
6499,"GIURESCU, RADU"
6500,GLABOO
6501,GLADIATOR II
6502,GLADIATOR/MELVIN POT
6503,GLADIATRIX
6504,GLAMOUR GIRL/GLORIA
6505,"GLAZER, FAST FREDDY"
6506,"GLEASON, KAREN"
6507,GLEEG
6508,"GLENN, HEATHER"
6509,GLITCH/CHARLES J. AM
6510,GLITTER/
6511,GLOB/DR. SUMNER BECK
6512,GLOM
6513,GLORIAN/THOMAS GIDEO
6514,GLORIOLE
6515,GLOUCESTER
6516,GLUB
6517,"GNUCCI, MA"
6518,GOBLYN
6519,GO-DEVIL/GO ISHIMORI
6520,GODSTALKER
6521,GODWULF
6522,GOG
6523,GOG II
6524,GOG III
6525,GOGO TAMAGO/
6526,GOLDBUG
6527,GOLDDIGGER
6528,GOLDEN ARCHER II/WYA
6529,GOLDEN-BLADE
6530,GOLDEN GIRL/GWENNY L
6531,"GOLDFARB, AARON"
6532,GOLDFIRE/AMEIKO SABU
6533,GOLD
6534,GOLDIELOCKS/
6535,GOLEM II
6536,GOLEM III
6537,GOLEM/JACOB GOLDSTEI
6538,GOMURR
6539,"GONZALEZ, RAYMOND"
6540,GOOM
6541,"GOONER, MELVIN"
6542,GORGEOUS GEORGE
6543,GORGILLA
6544,GORGON [INHUMAN]
6545,GORGON | MUTANT X-VE
6546,GORILLA-MAN
6547,GORN
6548,GORNKAI
6549,GOROTH
6550,GORR
6551,GOSAMYR
6552,GOTH
6553,"GOTTFRIED, WILLIS"
6554,"GOULDING, DR."
6555,"GOYER, SAUL"
6674,GRACE
6675,GRANDE DAME
6676,GRANDMASTER/EN DWI G
6677,GRAND OVERSEER
6678,GRANITOR
6679,"GRANT, DONALD"
6680,"GRANT, GATOR"
6681,"GRANT, GLORIA GLORY"
6682,"GRANT, MARY MEEKS"
6683,"GRANT, PHILLIP"
6684,"GRANT, SILAS"
6685,"GRANT, SILAS II"
6686,GRAPPLER
6687,GRASP
6688,"GRASSWIND, Z'OOFREY"
6689,G'RATH
6690,GRAVEMOSS
6691,GRAVITON/FRANK HALL
6692,"GRAY, CHARLES"
6693,"GRAY, SGT."
6694,"GRAZIA, VINCENT VINN"
6695,GREASE
6696,GREASY
6697,"GREEN, ARNIE"
6698,GREEN GOBLIN III/BAR
6699,GREEN GOBLIN IV/PHIL
6700,GREEN GOBLIN | MUTAN
6701,GREEN GOBLIN/NORMAN
6702,GREEN GOBLIN V/
6703,"GREEN, JAMES"
6704,"GREEN, LILA"
6705,GREENSONG
6706,"GREER, DAVID"
6707,"GREER, GABRIELLE"
6708,GREGOR
6709,"GREGORY, TODD"
6710,"GREICO, LINDA"
6711,GREMLIN/
6712,GRENDEL'S MOTHER
6713,GRESIG
6714,"GREY, DR. JOHN"
6715,"GREY, ELAINE"
6716,GREY GARGOYLE/PAUL P
6717,"GREY, JEAN | MUTANT"
6718,GREY KING/ADDISON FA
6719,GREYSTONE/BRIAN YOUN
6720,GRID
6721,GRIEFSAVOR
6722,GRIFFIN
6723,GRIFFIN III
6724,GRIFFIN II/JOHNNY HO
6725,"GRIFFITH, D.W."
6726,GRIM HUNTER/KRAVINOF
6727,"GRIMM, BEN | EARTH-A"
6728,"GRIMM, BEN | MUTANT"
6729,"GRIMM, BEN | TIMESLI"
6730,"GRIMM, JAKE"
6731,"GRIMM, PETUNIA PENNY"
6732,"GRIMM, SUE STORM EAR"
6733,GRIM REAPER/ERIC WIL
6734,"GRIPPO, BILLY"
6735,GRIS-GRIS
6736,GRIZZLY II/THEODORE
6737,GRIZZLY/MAXWELL MARK
6738,GROK
6739,GRON
6740,GRONK
6741,"GROSS, CLIFFORD"
6742,"GROSS, IRA"
6743,GROTESK
6744,GROTTU
6745,GROUNDHOG/SEAN BENAR
6746,GROVEL
6747,"GROVES, GEN. MCALLIS"
6748,GROWING MAN
6749,"GRUENWALD, MARK"
6750,"GRUNCH, ALESTAIRE FI"
6751,GRUX
6752,GRYPHON/COMMANDER EK
6802,GUARDIAN III
6803,GUARDIAN IV
6804,GUARDIAN/JAMES MACDO
6805,GUARDIAN | MUTANT X-
6806,GUARDIAN V/JAMES MAC
6807,GUARDSMAN/KEVIN O'BR
6808,GUDRUN [ASGARDIAN]
6809,GUILOTINE
6810,GUINNESS
6811,GULADKIN
6812,GULLIN
6813,GULLO
6814,"GUNDERSON, COL. ROLA"
6815,GUNSHIP/CARY ROUNTRE
6816,GUNTHAR
6817,GUNTHAR II
6818,"GUNTLY, DAVID"
6819,"GUTHRIE, JOELLE"
6820,"GUTHRIE, JOSH"
6821,"GUTHRIE, LUCINDA"
6822,"GUTHRIE, LUKE"
6823,"GUTHRIE, TYLER"
6824,GYPSY MOTH
6825,GYRE
6826,"GYRICH, HENRY PETER"
7286,HAAG
7287,HACK/
7288,"HADDOCK, DR. MYRA"
7289,HAFNIUM
7290,"HAGER, GENERAL"
7291,"HAGGERT, BOB"
7292,HAG/
7293,HAIRBAG/SUGGS
7294,"HALBERG, DONALD"
7295,"HALDEMAN, CALVIN"
7296,"HALE, JONAS"
7297,"HALE, NAN"
7298,"HALE, TOM"
7299,HALF-FACE
7300,HALFLIFE
7301,"HALFTREE, HORACE"
7302,"HALLER, GABRIELLE"
7303,"HALL, MORGAN"
7304,HALLOWEEN JACK
7305,HAMES
7306,"HAMID, SHEIK"
7307,"HAMILTON, JEROME"
7308,"HAMILTON, MICKY"
7309,"HAMILTON, PAUL"
7310,HAMIR
7311,HAMMERHAND
7312,HAMMERHAND II/BRON
7313,HAMMERHEAD
7314,HAMMER II/
7315,HAMMER III/EISENHOWE
7316,HAMMER IV/
7317,"HAMMER, JUSTIN"
7318,HAMMER/LEROY JACKSON
7319,"HANCOCK, CALISTA"
7320,HANGMAN
7321,HANGMAN II/JASON ROL
7322,"HANRAHAN, GORDON"
7323,"HANRAHY, JIM"
7324,HANRANSHA/ASAHI
7325,"HANSEN, BILLY"
7326,HARBINGER
7327,HARDBALL
7328,HARD BOILED HENWY
7329,HARDCASE/HAROLD HARR
7330,HARDCORE/
7331,"HARDERMAN, QUENTIN"
7332,HARDRIVE
7333,HARDWIRE/
7334,"HARDY, LYDIA"
7335,"HARDY, MORGAN MACNEI"
7336,"HARDY, STAN"
7337,HARGEN
7338,"HARGROVE, ELIAS"
7339,"HARKER, QUINCY"
7340,"HARKNESS, ABIGAIL"
7341,"HARKNESS, AGATHA"
7342,HARMONY
7343,HARNESS/ERIKA BENSON
7344,HAROKIN [ASGARDIAN]
7345,HARPOON
7346,HARPY II
7347,HARQUIS TEY
7348,"HARRAS, BOB"
7349,"HARR, DR."
7350,HARRIER
7351,"HARRIGAN, CHESTER CH"
7352,"HARRIGAN, PATRICIA P"
7353,"HARRINGTON, PRINCIPA"
7354,"HARRIS, BERNARD"
7355,"HARRIS, CHRISTINE"
7356,"HARRIS, EDDIE"
7357,"HARRIS, MONROE"
7358,"HARRISON, COL. EDWAR"
7359,"HARROW, DR. JONAS"
7360,HARVEST/CHI LO
7361,HARVEST II
7362,"HARVEY, SUE"
7363,"HASARD, SAMANTHA"
7364,HASSAN
7365,"HASTINGS, PROF. LOUI"
7366,HATCHET-9
7367,HATCHET MAN/HACHIMAN
7368,"HATCHWAY, VERNON"
7369,HATE
7370,HATE-MONGER/ADOLF HI
7371,HATE-MONGER II
7372,HATE-MONGER IV
7373,HATE-MONGER V
7374,"HATORI, DESMOND"
7375,HAUPTMAN
7376,HAUPTMANN DEUTSCHLAN
7377,HAUPTMANN ENGLAND
7378,HAUS
7379,HAV-AK
7380,HAVEN/RADHA DASTOOR
7381,"HAVERSHAW, ANDREA"
7382,"HAVERSHAW, JASON"
7383,HAVOK/ALEX SUMMERS
7384,HAVOK | MUTANT X-VER
7385,HAV-ROGG
7393,HAWKEYE DOPPELGANGER
7394,HAWKEYE | MUTANT X-V
7395,HAWK
7396,"HAWKINS, DR. EDWIN E"
7397,HAWKSHAW
7398,"HAWLEY, PAMELA"
7399,HAYDEN
7400,HAYWIRE/
7401,HAZARD/CARTER RYKING
7442,HEADCASE
7443,HEADGEAR/
7444,HEADHUNTER/
7445,HEADLOK
7446,HEADMISTRESS/
7447,HEALER
7448,HEATER DELIGHT
7449,HEAT-RAY/
7450,HECATE
7451,"HECK, DON"
7452,HECTOR
7453,HECTOR II
7454,"HEDERMAN, LOTTIE"
7455,HEDRON
7456,HEIMDALL [ASGARDIAN]
7457,HELA [ASGARDIAN]
7458,HELIO
7459,HELIUM
7460,HELIX II
7461,HELIX/RAFAEL CARAGO
7462,HELKOOKY
7463,HELLCAT/PATSY WALKER
7464,HELLEN
7465,"HELLER, DR. JOSEPH"
7466,"HELLER, ERIC"
7467,HELL-EYES
7468,HELLFIRE/MIKAL DRAGO
7469,HELLRAZOR
7470,HELLSCOUT/KENNETH TE
7471,HELLSPAWN
7472,HELLSTORM/DAIMON HEL
7473,HELLSTORM DOPPELGANG
7474,"HELLSTROM, VICTORIA"
7475,HEMINGWAY
7476,"HENCKEL, MARIA"
7477,"HENDERSHOOT, COLONEL"
7478,"HENDERSON, CAROL"
7479,"HENRY, JOHN"
7480,"HENSHAW, CURTIS"
7481,HEPHAESTUS
7482,HERA/AUGUSTINE JONES
7483,HERCULES DOPPELGANGE
7484,HERCULES [GREEK GOD]
7485,HERMES [GREEK GOD]
7486,HERMOD [ASGARDIAN]
7487,HESCAMAR/MARNOT [ASG
7488,"HESSLER, WOLFGANG"
7489,HETH'SA
7490,HEX/DOMINIC DESTINE
7491,"HEYWERTH, GENERAL"
7516,"HIBBERT, ELLEN"
7517,"HIBBERT, HOPE"
7518,"HIDALGO, DETECTIVE J"
7519,"HIGGINS, JANE"
7520,"HIGGINS, LINDA"
7521,"HIGGINS, RICHIE"
7522,"HIGGINS, SAMUEL"
7523,HIGH EVOLUTIONARY/HE
7524,HIGHNOTE/RAOUL HERNA
7525,HIGH OVERLORD
7526,HIJACKER
7527,HILARY
7528,"HILDEBRANT, DR."
7529,HILDEGARDE [ASGARDIA
7530,HILDY [ASGARDIAN]
7531,"HILL, GEORGE"
7532,"HILLIARD, JACOB"
7533,HINDSIGHT LAD/CARLTO
7534,"HINDS, PATRICK"
7535,"HINKLEY, ADMIRAL"
7536,HINKLEY
7537,HIPPOLYTA [GREEK GOD
7538,HIRO
7539,HIROMITSU
7540,"HITCHUCK, KELLY"
7541,"HITLER, ADOLF"
7542,HITMAN/LT. BURT KENY
7581,"HOARD, JOSH"
7582,HOARFEN
7583,HOARFROST/
7584,"HOBBS, DET."
7585,"HOBBS, HARRIS"
7586,HOBGOBLIN
7587,HOBGOBLIN III/LEFTY
7588,HOBGOBLIN II/RODERIC
7589,HOBGOBLIN V/JASON PH
7590,"HOCHBERG, ROGER"
7592,HODER [ASGARDIAN]
7593,"HODGE, CAMERON"
7594,"HOFFMAN, ALICE"
7595,HOFFMAN
7596,"HOGAN, HAROLD J. HAP"
7597,"HOGAN, VIRGINIA PEPP"
7598,"HOGARTH, JERYN"
7599,HOGGOTH
7600,HOGUN [ASGARDIAN]
7601,HOGUN | MUTANT X-VER
7605,"HOLDEN, DR. SAMUEL"
7606,"HOLDSWORTH, PARKER"
7607,"HOLIDAY, JORDAN"
7608,"HO, LI MUAN"
7609,"HOLKAR, DR. SHYAM"
7610,"HOLLISTER, SHERIFF"
7611,HOLLYWOOD
7612,HOLOCAUST
7613,HOLY/FATHER HECTOR R
7614,"HONDA, DR."
7615,HONEY LEMON/
7616,"HONIKAWA, SHO"
7617,HOO
7618,HOOPSNAKE/
7620,HOPE
7621,"HOPKINS, STEVE"
7622,"HORTON, DOUGIE"
7623,"HORTON, PROFESSOR PH"
7624,HORUS [EGYPTIAN GOD]
7625,"HOSEK, BULL"
7626,HOTAMITANIO
7627,HO TI
7628,HOTSHOT/LOUIS
7629,HOUND
7630,HOUSE OF SHADOWS
7631,"HOUSTON, LT. COMMAND"
7632,"HOUSTON, STELLA"
7633,"HOWARD, PROFESSOR MA"
7634,HOWARD THE DUCK
7635,HOWLER II/ZED
7636,HOWLER/LUKE GARROW
7637,HO YINSEN
7638,"HOYT, TONY"
7649,HRILL
7650,HRIMHARI
7657,"HSU, CHEN"
7711,"HUDDLESTON, PROF."
7712,"HU, DR."
7713,"HUDSON, HEATHER"
7714,"HUDSON, JAMES | MUTA"
7715,HUGIN
7716,"HUGO, CAPTAIN EDVARD"
7717,HULK DOPPELGANGER
7718,HULK DOPPELGANGER II
7719,HULK/DR. ROBERT BRUC
7720,HULK III/BRUCE BANNE
7721,HULK IV
7722,HULK | MUTANT X-VERS
7723,HULK ROBOT
7724,HUMAN ROBOT
7725,HUMAN TOP/DAVEY MITC
7729,HUMAN TORCH ANDROID/
7730,HUMAN TORCH DOPPELGA
7731,HUMAN TORCH/JOHNNY S
7732,HUMBUG/PROF. B. MITT
7733,HUMP/
7734,HUMUS SAPIEN
7735,HUNCH
7736,HUNGER
7737,HUNGYR
7738,HUNKIR
7739,HUNTARA/MARY ELIZABE
7740,"HUNTER, IAN"
7741,HUNTER IN DARKNESS
7742,HUNTER/JAEGER
7743,"HUNTER, LANCE"
7744,"HUNTER, STEVIE"
7745,"HUNT, JERRY"
7746,"HUNT, ROBERTA"
7747,HUNTSMAN
7748,"HURDLER, THOMAS"
7749,HURRICANE II
7750,HURRICANE III
7751,HUSK/PAIGE GUTHRIE |
7752,HUSK/PAIGE GUTHRIE
7753,HUSSAR
7754,"HUXLEY, DR. ALDA"
7755,"HUXLEY, DR. HORATIO"
7760,HYBRID/JAMES JIMMY M
7761,HYDROMAN/MORRIE BENC
7762,HYDRON
7763,HYENA/HENRY MORTONSO
7764,HYNNIT
7765,HYPERION
7766,HYPERION II
7767,HYPERSTORM
7768,HYPERTRON/CHESTER
7769,HYPERTRON II/STURDEV
7770,HYPNO-HUSTLER/
7771,HYZAKTL
7776,ICEMAN DOPPELGANGER
7777,ICE-MAN | MUTANT X-V
7778,ICEMAN/ROBERT BOBBY
7779,ICEMASTER/
7780,ICE PRINCESS/
7781,ICE WORM
7782,"ICHIHARA, SHIGERU"
7783,ICON/DR. U'MBAYA A'K
7784,ICONOCLAST
7785,IDNAR
7786,IDRIS
7787,IDUNA
7816,"IGOE, MAX"
7817,IGOR
7819,IKARIS/IKE HARRIS [E
7820,IKARIS | MUTANT X-VE
7821,IKARYS
7822,IKONN
7823,IKTHON
8226,"IMMORTUS, MARCUS"
8227,IMPACT/
8228,IMPALA/
8229,IMPOSSIBLE MAN
8230,IMPOSSIBLE WOMAN
8231,IMP/PANDORA DESTINE
8232,IMPULSE
8233,IMPULSE II/DWIGHT HU
8247,INAZUMA
8248,IN-BETWEENER
8249,INDECH
8250,"INDIGO, ODYSSEUS"
8251,INDIUM
8252,INERTIA/
8253,"INES, DR. DIDIER"
8254,INFECTIA/JOSEPHINE
8255,INFERNO
8256,INFERNO III/SAMANTHA
8257,INFERNO II/JOSEPH CO
8258,INFINITY
8259,INFINITY II
8260,INFINITY THRALL
8261,INFOMORPH
8262,INGOT/
8292,INNARDS
8293,INNOCENT
8294,"INSHALLAH, KHALID"
8295,INSOMNIA/
8296,INTEGER
8297,INTELLIGENTSIA
8298,INTERLOPER
8339,INVISIBLE WOMAN DOPP
8340,INVISIBLE WOMAN/SUE
8341,"IONELLO, JASON"
8342,ION/
8343,I.Q./ISHMAEL QUESTOR
8344,IREZUMI/
8345,IRIDIA [INHUMAN]
8346,IRONCLAD
8347,IRON CROSS/HELMUT GR
8348,IRON FIST/DANIEL RAN
8349,IRON FIST H'YLTHRI I
8350,IRON FIST | MUTANT X
8351,IRON GIANT MAN | MUT
8352,IRON
8353,IRON MAIDEN/
8354,IRON MAIDEN II/
8355,IRON MAN ARMOR
8356,IRON MAN DOPPELGANGE
8357,IRON MAN III/EDDIE M
8358,IRON MAN IV/JAMES R.
8359,IRON MAN/TONY STARK
8360,IRON MAN V/TEEN TONY
8361,"IRONWOOD, CISSY"
8362,ISAAC
8363,ISBISA/DR. SANDERSON
8364,"ISHIHARA, ZOE"
8365,"ISHIMA, DAVID"
8366,ISIS
8367,"ISLEY, LYNN"
8368,IT
8369,"ITOBU, DR. JOSHUA"
8370,ITZAMNA
8373,"IVANOVA, ELENA"
8374,IVORY/
8382,IZANAMI
8383,IZANAMI II
8384,IZZIFIZZ
8407,JACKAL II/WARREN
8408,JACKAL/MILES WARREN
8409,JACK FLAG/
8410,JACK FROST/
8411,JACKHAMMER
8412,JACK
8413,JACKKNIFE/JACK COLE
8414,JACK O'DIAMONDS
8415,JACK OF HEARTS/JACK
8416,JACK O'LANTERN II/MA
8417,JACK SERIOUS/DR. JOH
8418,"JACKSON, ANDREW JOCK"
8419,"JACKSON, BRENT"
8420,"JACKSON, CELIA"
8421,"JACKSON, CURTISS"
8422,"JACKSON, STEVE"
8423,"JACOBS, BEN"
8424,"JACOBS, GLENDA"
8425,"JACOBY, KYLE"
8426,JADE DRAGON/DEI GUAN
8427,JAGATAR
8428,JAGGED BOW/
8429,JAGRFELM [ASGARDIAN]
8430,JAHF
8431,JAILBAIT/JESS
8432,JAKAL
8433,JAKAR
8434,"JAKES, JUDSON"
8435,JAMEEL
8436,JAMEKA
8437,"JAMESLEY, ALOYSIUS R"
8438,"JAMESON, COL. JOHN"
8439,"JAMESON, J. JONAH"
8440,"JAMESON, MARLA MADIS"
8441,JAMIL
8442,JAM/JASMINE ARCHER
8443,"JANES, FATHER MICHAE"
8444,"JANSON, DR. ANDREA"
8445,JANUS
8446,JANUS II
8447,JARA
8448,"JARDINE, AMANDA"
8449,JARDINE
8450,JARELLA
8451,"JARMAN, TOMMY"
8452,"JARVIS, EDWIN"
8453,"JARVIS, EDWIN | TIME"
8454,"JARZINHO, COL. EDSON"
8455,JASMINE
8456,JASON
8457,JASON II
8458,JAVELIN/DARIN
8459,JAVELIN II/DARIN JR.
8460,JAVITZ
8461,JAWBREAKER/
8462,"JAYE-FIRESTONE, GING"
8464,"JEFFERSON, DR."
8465,"JEFFRIES, DR."
8466,"JEFFRIES, MAGGIE"
8467,JEKUAKKEKT
8468,"JELLA, PRIVATE"
8469,JEMIAH
8470,"JENKINS, WALTER"
8471,"JENNINGS, JOSEPH"
8472,JENSKOT/ALIYA
8473,"JERICHO, DUNCAN"
8474,"JERICHO, JUSTINA"
8475,"JEROME, JASON"
8476,"JESSUP, DR."
8477,JESTER II
8478,JESTER III
8479,JESTER/JONATHAN POWE
8480,JET-BLACK/
8481,JETSTREAM/HAROUD IBN
8482,JEXIA
8484,JIGSAW
8485,JIKEKT
8486,"JILLETE, RANDI"
8487,JILL
8581,JINKU
8582,JINX
8583,JIOMO
8584,JOCASTA
8585,JOCASTA II
8590,JOHNNY APPLESEED/JON
8591,"JOHNSMEYER, JAMES"
8592,"JOHNSON, ANNA"
8593,JOHNSON
8594,"JOHNSON, LYNDON BAIN"
8595,JOLT/HALLIE TAKAHAMA
8596,"JONES, ANDY"
8597,"JONES, ARMAND"
8598,"JONES, AUGUSTINE"
8599,"JONES, BART"
8600,"JONES, CHARLOTTE"
8601,"JONES, DANIEL DANNY"
8602,"JONES, DRUCILLA"
8603,"JONES, GABE"
8604,"JONES, HUGH"
8605,"JONES, JANIS"
8606,"JONES, JOHN"
8607,"JONES, KATIE"
8608,"JONES, LORRAINE LORR"
8609,"JONES, LOUISE"
8610,"JONES, MAGGIE"
8611,"JONES, MARLO CHANDLE"
8612,"JONES, NELL"
8613,"JONES, PHILLIP"
8614,"JONES, RICARDO"
8615,"JONES, RICHARD MILHO"
8616,"JONES, SANDY"
8617,"JONES, TAMMY ANNE"
8618,"JONES, TIMOTHY"
8619,"JONES, WALTER"
8620,"JONES, WILLIAM"
8621,JONIN
8622,"JORDAN, HAL"
8623,JORNICK
8624,JORRO
8625,JOSEPH
8626,"JOSEPH, SHEVA"
8627,"JOSHUA, DR. SEGISMUN"
8628,"JOSTEN, CARL"
8629,"JOSTEN, LINDY"
8630,JOUST
8631,JOVAN
8632,JOYBOY
8633,"JOYCE, SAMANTHA"
8634,JOYSTICK/JANICE
8635,JUBILEE/JUBILATION L
8636,JUDE
8637,JUDGE KRAY-TOR
8638,JUGGERNAUT/CAIN MARK
8640,JUGGERNAUT | MUTANT
8641,JUNCTION
8642,JUNIPER
8643,"JUNIPER, JONATHAN JU"
8644,JUPITER
8645,JURIAS
